Corr,Fraction,Item ID,Realm,pvp,alliance,horde,Item Name,classid,classname,subclassid,subclassname,qualityid,qualityname
0.7823203017130351,alliance,10233.0,tichondrius,pvp,88907,236052,Engraved Girdle,4,Armor,3,Mail,2,Uncommon
0.7531335920511979,alliance,14961.0,tichondrius,pvp,88907,236052,High Chief's Crown,4,Armor,4,Plate,2,Uncommon
0.7371964238730395,alliance,15694.0,tichondrius,pvp,88907,236052,Merciless Greaves,4,Armor,3,Mail,2,Uncommon
0.7957833766125267,alliance,24795.0,tichondrius,pvp,88907,236052,Expedition Pants,4,Armor,2,Leather,2,Uncommon
0.7223261445978588,alliance,25078.0,tichondrius,pvp,88907,236052,Zangari Shield,4,Armor,6,Shield,2,Uncommon
0.7057052385624806,alliance,27693.0,tichondrius,pvp,88907,236052,Recipe: Talbuk Steak,9,Book,5,Cooking,1,Common
0.7211648675420718,alliance,35202.0,tichondrius,pvp,88907,236052,Design: Amulet of Flowing Life,9,Book,10,Jewelcrafting,4,Epic
0.7201143821449212,alliance,36384.0,tichondrius,pvp,88907,236052,Golem Legplates,4,Armor,4,Plate,2,Uncommon
0.7773367449867741,alliance,62049.0,tichondrius,pvp,88907,236052,Darkmoon Card: Hurricane,4,Armor,0,Miscellaneous,4,Epic
0.8435116844876348,horde,62049.0,area-52,pve,14656,247913,Darkmoon Card: Hurricane,4,Armor,0,Miscellaneous,4,Epic
0.7217844177480512,alliance,6712.0,tichondrius,pvp,88907,236052,Clockwork Box,15,Junk,0,Junk,1,Common
0.7881156519872137,alliance,14677.0,tichondrius,pvp,88907,236052,Pridelord Pants,4,Armor,2,Leather,2,Uncommon
0.8230061088294708,alliance,24831.0,tichondrius,pvp,88907,236052,Nexus-Strider Greaves,4,Armor,3,Mail,2,Uncommon
0.7099749704862058,alliance,23816.0,tichondrius,pvp,88907,236052,Schematic: Fel Iron Toolbox,9,Book,3,Engineering,1,Common
-0.8079376491779202,alliance,18285.0,tichondrius,pvp,88907,236052,Crystallized Mana Shard,15,Junk,0,Junk,0,Poor
0.7482425359112134,alliance,21863.0,tichondrius,pvp,88907,236052,Soulcloth Gloves,4,Armor,1,Cloth,4,Epic
0.7874754997446698,horde,3845.0,tichondrius,pvp,88907,236052,Golden Scale Cuirass,4,Armor,3,Mail,2,Uncommon
0.7119036549779799,horde,4055.0,tichondrius,pvp,88907,236052,Insignia Boots,4,Armor,2,Leather,2,Uncommon
0.7128458620800191,horde,24304.0,tichondrius,pvp,88907,236052,Pattern: Black Belt of Knowledge,9,Book,2,Tailoring,4,Epic
0.7996254064896916,horde,31280.0,tichondrius,pvp,88907,236052,Thundercaller's Gauntlets,4,Armor,3,Mail,3,Rare
0.7863550978964469,horde,31899.0,tichondrius,pvp,88907,236052,Three of Storms,12,Quest,0,Quest,3,Rare
0.7590387104541189,horde,36352.0,tichondrius,pvp,88907,236052,Jormungar Legplates,4,Armor,4,Plate,2,Uncommon
0.8394156193476919,horde,36453.0,tichondrius,pvp,88907,236052,Embossed Brazen Shield,4,Armor,6,Shield,2,Uncommon
0.7016369706794753,horde,36558.0,tichondrius,pvp,88907,236052,Curved Scratcher,2,Weapon,13,Fist Weapon,2,Uncommon
0.7037331267245199,horde,52765.0,tichondrius,pvp,88907,236052,Enchant Chest - Exceptional Spirit,0,Consumable,6,Item Enhancement,1,Common
0.7883937895859249,horde,53064.0,tichondrius,pvp,88907,236052,Highland Guppy,7,Trade Goods,8,Cooking,1,Common
0.8922811001764284,horde,55396.0,tichondrius,pvp,88907,236052,Irontree Hammer,2,Weapon,5,Mace,2,Uncommon
-0.7045279145663951,horde,76601.0,tichondrius,pvp,88907,236052,Perfect Wicked Tiger Opal,3,Gem,5,Orange,3,Rare
0.8159701077567868,horde,94051.0,tichondrius,pvp,88907,236052,Discarded Swampstalker Wrists,4,Armor,2,Leather,2,Uncommon
0.8009190835339857,horde,20754.0,tichondrius,pvp,88907,236052,Formula: Lesser Mana Oil,9,Book,8,Enchanting,1,Common
0.7688420415712645,horde,38592.0,tichondrius,pvp,88907,236052,Dark Arctic Chestpiece,4,Armor,2,Leather,3,Rare
0.8049635184161534,horde,44742.0,tichondrius,pvp,88907,236052,Mechanized Snow Goggles,4,Armor,4,Plate,3,Rare
0.9322632118306364,horde,47257.0,tichondrius,pvp,88907,236052,Cloak of the Untamed Predator,4,Armor,1,Cloth,4,Epic
0.7111001681280543,horde,47257.0,thrall,pve,25549,149573,Cloak of the Untamed Predator,4,Armor,1,Cloth,4,Epic
0.7338502358024308,horde,80008.0,tichondrius,pvp,88907,236052,Darkmoon Rabbit,15,Junk,2,Companion Pets,4,Epic
0.8221221785499312,horde,80590.0,tichondrius,pvp,88907,236052,Juicycrunch Carrot Seeds,0,Consumable,0,Consumable,1,Common
0.8025380789371337,horde,31940.0,tichondrius,pvp,88907,236052,Ethereum Torque,4,Armor,0,Miscellaneous,3,Rare
-0.801005890463793,horde,14328.0,tichondrius,pvp,88907,236052,Eternal Chestguard,4,Armor,1,Cloth,2,Uncommon
0.7265465336897536,alliance,1980.0,kiljaeden,pvp,47337,177370,Underworld Band,4,Armor,0,Miscellaneous,4,Epic
0.7319104103932189,alliance,2278.0,kiljaeden,pvp,47337,177370,Forest Tracker Epaulets,4,Armor,2,Leather,3,Rare
0.7960080501887462,alliance,2911.0,kiljaeden,pvp,47337,177370,Keller's Girdle,4,Armor,1,Cloth,3,Rare
0.731949746708051,alliance,3021.0,kiljaeden,pvp,47337,177370,Ranger Bow,2,Weapon,2,Bow,3,Rare
0.7003359510801638,alliance,4294.0,kiljaeden,pvp,47337,177370,Pattern: Hillman's Belt,9,Book,1,Leatherworking,2,Uncommon
0.7365804462771175,alliance,7086.0,kiljaeden,pvp,47337,177370,Pattern: Earthen Silk Belt,9,Book,2,Tailoring,2,Uncommon
0.7144795391409181,alliance,7451.0,kiljaeden,pvp,47337,177370,Pattern: Green Whelp Bracers,9,Book,1,Leatherworking,2,Uncommon
0.7414338459457778,alliance,7787.0,kiljaeden,pvp,47337,177370,Resplendent Guardian,4,Armor,6,Shield,3,Rare
0.8201302987207255,alliance,9420.0,kiljaeden,pvp,47337,177370,Adventurer's Pith Helmet,4,Armor,2,Leather,3,Rare
0.7643900748652068,alliance,12977.0,kiljaeden,pvp,47337,177370,Magefist Gloves,4,Armor,1,Cloth,3,Rare
0.7216974711837363,alliance,13045.0,kiljaeden,pvp,47337,177370,Viscous Hammer,2,Weapon,5,Mace,3,Rare
0.7746834572131688,alliance,13064.0,kiljaeden,pvp,47337,177370,Jaina's Firestarter,2,Weapon,19,Wand,3,Rare
0.7296173802742741,alliance,13127.0,kiljaeden,pvp,47337,177370,Frostreaver Crown,4,Armor,3,Mail,3,Rare
0.7607838207948786,alliance,41780.0,kiljaeden,pvp,47337,177370,Design: Champion's Monarch Topaz,9,Book,10,Jewelcrafting,3,Rare
0.716082355644252,alliance,55624.0,kiljaeden,pvp,47337,177370,Southfury Belt,4,Armor,3,Mail,2,Uncommon
0.7693748785480847,alliance,10301.0,kiljaeden,pvp,47337,177370,Pattern: White Bandit Mask,9,Book,2,Tailoring,2,Uncommon
0.8010137494189665,alliance,15743.0,kiljaeden,pvp,47337,177370,Pattern: Heavy Scorpid Belt,9,Book,1,Leatherworking,2,Uncommon
0.7199708756225446,alliance,31879.0,kiljaeden,pvp,47337,177370,Design: Deadly Noble Topaz,9,Book,10,Jewelcrafting,3,Rare
0.7066310710765553,horde,31879.0,illidan,pvp,8654,277172,Design: Deadly Noble Topaz,9,Book,10,Jewelcrafting,3,Rare
0.7736353925446967,alliance,52773.0,kiljaeden,pvp,47337,177370,Enchant Cloak - Greater Intellect,0,Consumable,6,Item Enhancement,1,Common
0.7482530875030952,alliance,52773.0,kelthuzad,pvp,205889,12691,Enchant Cloak - Greater Intellect,0,Consumable,6,Item Enhancement,1,Common
0.7080385622491845,horde,40086.0,kiljaeden,pvp,47337,177370,Jagged Forest Emerald,3,Gem,4,Green,3,Rare
-0.7547462956219679,horde,75128.0,kiljaeden,pvp,47337,177370,Vicious Ornate Pyrium Breastplate,4,Armor,4,Plate,3,Rare
0.7648942562941192,horde,28501.0,kiljaeden,pvp,47337,177370,Ravager Egg Omelet,0,Consumable,5,Food & Drink,1,Common
-0.7218420962667993,horde,17682.0,kiljaeden,pvp,47337,177370,Book: Gift of the Wild,9,Book,0,Book,0,Poor
0.7590314640546629,alliance,13478.0,moon-guard,pve,118931,77216,Recipe: Elixir of Superior Defense,9,Book,6,Alchemy,1,Common
0.7362068889452298,alliance,15673.0,moon-guard,pve,118931,77216,Magnificent Belt,4,Armor,3,Mail,2,Uncommon
0.8009900868592134,alliance,15673.0,darkspear,pvp,203810,54593,Magnificent Belt,4,Armor,3,Mail,2,Uncommon
0.7280853045775034,alliance,41806.0,moon-guard,pve,118931,77216,Musselback Sculpin,7,Trade Goods,8,Cooking,1,Common
0.7395158810395589,alliance,49570.0,moon-guard,pve,118931,77216,Gilnean Trapper's Tunic,4,Armor,2,Leather,1,Common
0.8377536128358954,alliance,102348.0,moon-guard,pve,118931,77216,Timeworn Shadowtooth Faceguard,4,Armor,2,Leather,2,Uncommon
0.7720767491353814,alliance,14476.0,moon-guard,pve,118931,77216,Pattern: Cindercloth Gloves,9,Book,2,Tailoring,2,Uncommon
0.8097240590898906,alliance,22527.0,moon-guard,pve,118931,77216,Core of Elements,15,Junk,0,Junk,0,Poor
0.8068270265705985,alliance,67112.0,moon-guard,pve,118931,77216,Brittany's Ceremonial Spaulders,4,Armor,2,Leather,3,Rare
0.7895750747464072,horde,67112.0,frostmourne,pvp,156557,85711,Brittany's Ceremonial Spaulders,4,Armor,2,Leather,3,Rare
0.8482909632750126,alliance,49569.0,moon-guard,pve,118931,77216,Gilnean Trapper's Boots,4,Armor,2,Leather,1,Common
0.8436007171174076,alliance,49571.0,moon-guard,pve,118931,77216,Gilnean Trapper's Gloves,4,Armor,2,Leather,1,Common
0.7372542463622478,alliance,1840.0,moon-guard,pve,118931,77216,Rough Leather Bracers,4,Armor,2,Leather,1,Common
0.7086578627420825,alliance,15621.0,moon-guard,pve,118931,77216,Gryphon Mail Buckler,4,Armor,6,Shield,2,Uncommon
-0.7141779817652886,horde,3927.0,moon-guard,pve,118931,77216,Fine Aged Cheddar,0,Consumable,5,Food & Drink,1,Common
0.7470715552381245,horde,7544.0,moon-guard,pve,118931,77216,Champion's Cape,4,Armor,1,Cloth,2,Uncommon
0.7479276186427507,horde,10036.0,moon-guard,pve,118931,77216,Tuxedo Jacket,4,Armor,1,Cloth,1,Common
0.7361685707749432,horde,10269.0,moon-guard,pve,118931,77216,Masterwork Girdle,4,Armor,3,Mail,2,Uncommon
0.7394735825229937,horde,14212.0,moon-guard,pve,118931,77216,Vital Shoulders,4,Armor,1,Cloth,2,Uncommon
0.7690199704775318,horde,14212.0,frostmourne,pvp,156557,85711,Vital Shoulders,4,Armor,1,Cloth,2,Uncommon
0.7977366221346062,horde,14397.0,moon-guard,pve,118931,77216,Resilient Mantle,4,Armor,1,Cloth,2,Uncommon
0.7539621365839111,horde,15299.0,moon-guard,pve,118931,77216,Grizzly Cape,4,Armor,1,Cloth,1,Common
0.7028823804104611,horde,18294.0,moon-guard,pve,118931,77216,Elixir of Greater Water Breathing,0,Consumable,2,Elixir,1,Common
0.7452162080954549,horde,18712.0,moon-guard,pve,118931,77216,Arena Vambraces,4,Armor,4,Plate,3,Rare
-0.7519837382379091,horde,21884.0,moon-guard,pve,118931,77216,Primal Fire,7,Trade Goods,10,Elemental,2,Uncommon
-0.7125950056649478,horde,23425.0,moon-guard,pve,118931,77216,Adamantite Ore,7,Trade Goods,7,Metal & Stone,1,Common
0.7068024142750182,alliance,23425.0,kelthuzad,pvp,205889,12691,Adamantite Ore,7,Trade Goods,7,Metal & Stone,1,Common
0.8486894754638779,horde,38880.0,moon-guard,pve,118931,77216,Enchant Weapon - Agility,0,Consumable,6,Item Enhancement,3,Rare
0.7765018972527262,horde,40768.0,moon-guard,pve,118931,77216,MOLL-E,7,Trade Goods,3,Devices,3,Rare
0.7206626877656342,horde,55035.0,moon-guard,pve,118931,77216,Stormforged Belt,4,Armor,4,Plate,2,Uncommon
0.8093615420407487,horde,55347.0,moon-guard,pve,118931,77216,Nethergarde Knuckles,2,Weapon,13,Fist Weapon,2,Uncommon
0.7446730792504891,horde,55536.0,moon-guard,pve,118931,77216,Direforge Legplates,4,Armor,4,Plate,2,Uncommon
0.7313638041249254,horde,55580.0,moon-guard,pve,118931,77216,Sundown Greaves,4,Armor,3,Mail,2,Uncommon
0.8145551984895736,horde,55616.0,moon-guard,pve,118931,77216,Sundown Spaulders,4,Armor,3,Mail,2,Uncommon
0.7577615782254191,horde,55617.0,moon-guard,pve,118931,77216,Bramblescar Spaulders,4,Armor,3,Mail,2,Uncommon
0.7564716376066322,horde,55734.0,moon-guard,pve,118931,77216,Darrowmere Handwraps,4,Armor,1,Cloth,2,Uncommon
0.7394345974783186,horde,58263.0,moon-guard,pve,118931,77216,Grilled Shark,0,Consumable,5,Food & Drink,1,Common
0.7047710050041908,horde,59461.0,moon-guard,pve,118931,77216,Fury of Angerforge,4,Armor,0,Miscellaneous,4,Epic
0.7635769051960021,horde,61989.0,moon-guard,pve,118931,77216,Two of Embers,12,Quest,0,Quest,3,Rare
0.7921726097951447,alliance,61989.0,kelthuzad,pvp,205889,12691,Two of Embers,12,Quest,0,Quest,3,Rare
0.7763246448573385,horde,62013.0,moon-guard,pve,118931,77216,Two of Waves,12,Quest,0,Quest,3,Rare
0.7553151647675697,horde,68356.0,moon-guard,pve,118931,77216,Willful Ember Topaz,3,Gem,5,Orange,3,Rare
-0.7293317494240075,horde,68784.0,moon-guard,pve,118931,77216,Enchant Bracer - Agility,0,Consumable,6,Item Enhancement,3,Rare
0.7122490918501786,horde,82109.0,moon-guard,pve,118931,77216,Barbarian Knuckles,2,Weapon,13,Fist Weapon,2,Uncommon
0.7208112235423828,horde,85788.0,moon-guard,pve,118931,77216,Chestguard of Nemeses,4,Armor,2,Leather,4,Epic
0.7190815390582066,horde,87559.0,moon-guard,pve,118931,77216,Greater Crane Wing Inscription,0,Consumable,6,Item Enhancement,4,Epic
0.8529251487583306,horde,90557.0,moon-guard,pve,118931,77216,Dead Mole,15,Junk,0,Junk,0,Poor
0.8805747038904854,horde,90557.0,bleeding-hollow,pvp,59670,167822,Dead Mole,15,Junk,0,Junk,0,Poor
0.7679237512431891,horde,93467.0,moon-guard,pve,118931,77216,Crafted Dreadful Gladiator's Kodohide Helm,4,Armor,2,Leather,3,Rare
0.7447816076750466,horde,93706.0,moon-guard,pve,118931,77216,Nimble Alexandrite,3,Gem,4,Green,2,Uncommon
-0.7450244150843405,horde,2151.0,moon-guard,pve,118931,77216,Polished Scale Gloves,4,Armor,3,Mail,1,Common
0.8608621708033865,horde,4351.0,moon-guard,pve,118931,77216,Pattern: Shadow Hood,9,Book,2,Tailoring,2,Uncommon
0.7127300022947555,horde,4592.0,moon-guard,pve,118931,77216,Longjaw Mud Snapper,0,Consumable,5,Food & Drink,1,Common
0.7147851201892879,horde,6476.0,moon-guard,pve,118931,77216,Pattern: Deviate Scale Belt,9,Book,1,Leatherworking,2,Uncommon
-0.7153429465092647,horde,8310.0,moon-guard,pve,118931,77216,Hero's Pauldrons,4,Armor,3,Mail,2,Uncommon
0.8461146846758246,horde,12029.0,moon-guard,pve,118931,77216,Greenstone Talisman,4,Armor,0,Miscellaneous,2,Uncommon
-0.7739372570729571,horde,19272.0,moon-guard,pve,118931,77216,Five of Elementals,12,Quest,0,Quest,3,Rare
0.7300333074691475,horde,22904.0,moon-guard,pve,118931,77216,Recipe: Elixir of the Searching Eye,9,Book,6,Alchemy,2,Uncommon
0.8255853799416994,horde,36069.0,moon-guard,pve,118931,77216,Daggercap Jerkin,4,Armor,2,Leather,2,Uncommon
0.7646429161795493,horde,36402.0,moon-guard,pve,118931,77216,Necropolis Vambraces,4,Armor,4,Plate,2,Uncommon
0.7356554159540937,horde,36557.0,moon-guard,pve,118931,77216,Meat Ripper,2,Weapon,13,Fist Weapon,2,Uncommon
0.7197909965330928,horde,43245.0,moon-guard,pve,118931,77216,Crystal Chalcedony Amulet,4,Armor,0,Miscellaneous,2,Uncommon
0.7375643806608566,horde,52152.0,moon-guard,pve,118931,77216,Perfect Accurate Nightstone,3,Gem,3,Purple,2,Uncommon
0.8156394987557863,horde,52754.0,moon-guard,pve,118931,77216,Enchant Shield - Protection,0,Consumable,6,Item Enhancement,1,Common
0.7223835122082269,horde,63299.0,moon-guard,pve,118931,77216,Sunkissed Wine,0,Consumable,5,Food & Drink,1,Common
0.7550904703886877,horde,76535.0,moon-guard,pve,118931,77216,Wicked Tiger Opal,3,Gem,5,Orange,2,Uncommon
0.7306773284823175,horde,76596.0,moon-guard,pve,118931,77216,Perfect Polished Tiger Opal,3,Gem,5,Orange,3,Rare
-0.7424526765817747,horde,8187.0,moon-guard,pve,118931,77216,Turtle Scale Gloves,4,Armor,3,Mail,2,Uncommon
0.7281595725240135,horde,15071.0,moon-guard,pve,118931,77216,Frostsaber Boots,4,Armor,2,Leather,2,Uncommon
0.7062068817735061,horde,36463.0,moon-guard,pve,118931,77216,Polished Orb,4,Armor,0,Miscellaneous,2,Uncommon
-0.7294449780135074,horde,37567.0,moon-guard,pve,118931,77216,Healing Injector Kit,7,Trade Goods,3,Devices,1,Common
0.7113993341864115,horde,41239.0,moon-guard,pve,118931,77216,Sturdy Cobalt Quickblade,2,Weapon,7,Sword,2,Uncommon
0.9046301952148924,horde,236.0,moon-guard,pve,118931,77216,Cured Leather Armor,4,Armor,2,Leather,1,Common
0.8864262745415993,horde,237.0,moon-guard,pve,118931,77216,Cured Leather Pants,4,Armor,2,Leather,1,Common
0.7412234562757322,horde,85663.0,moon-guard,pve,118931,77216,Herbalist's Spade,2,Weapon,14,Miscellaneous,1,Common
-0.726049480069165,horde,422.0,moon-guard,pve,118931,77216,Dwarven Mild,0,Consumable,5,Food & Drink,1,Common
0.7038744910700971,horde,87463.0,moon-guard,pve,118931,77216,Very Manly Leggings,4,Armor,1,Cloth,3,Rare
-0.7051468236878029,horde,10023.0,moon-guard,pve,118931,77216,Shadoweave Gloves,4,Armor,1,Cloth,2,Uncommon
-0.782079250934718,horde,23559.0,moon-guard,pve,118931,77216,Lesser Rune of Warding,0,Consumable,8,Other,1,Common
-0.7251470070629575,horde,94587.0,moon-guard,pve,118931,77216,"Fireguard, Reborn",2,Weapon,7,Sword,3,Rare
0.7448525749140904,alliance,812.0,kelthuzad,pvp,205889,12691,Glowing Brightwood Staff,2,Weapon,10,Staff,4,Epic
0.700200390965835,alliance,2320.0,kelthuzad,pvp,205889,12691,Coarse Thread,7,Trade Goods,5,Cloth,1,Common
0.7048261048841765,alliance,3682.0,kelthuzad,pvp,205889,12691,Recipe: Curiously Tasty Omelet,9,Book,5,Cooking,1,Common
-0.7155897276684046,alliance,7361.0,kelthuzad,pvp,205889,12691,Pattern: Herbalist's Gloves,9,Book,1,Leatherworking,2,Uncommon
0.8256586716850461,alliance,7558.0,kelthuzad,pvp,205889,12691,Shimmering Stave,4,Armor,0,Miscellaneous,2,Uncommon
0.7602200472691509,alliance,10008.0,kelthuzad,pvp,205889,12691,White Bandit Mask,4,Armor,1,Cloth,2,Uncommon
0.7323277689789853,alliance,10008.0,sargeras,pvp,221401,16191,White Bandit Mask,4,Armor,1,Cloth,2,Uncommon
0.7168513356461987,alliance,15253.0,kelthuzad,pvp,205889,12691,Beheading Blade,2,Weapon,8,Sword,2,Uncommon
-0.7477729925500005,alliance,15637.0,kelthuzad,pvp,205889,12691,Formidable Legguards,4,Armor,3,Mail,2,Uncommon
