Item ID,VPrice
10233.0,1.3032
14961.0,1.6172
15694.0,1.5377
24795.0,5.0462
25078.0,4.0295
36384.0,7.407
62049.0,10.7343
14677.0,2.5934
24831.0,2.9381000000000004
21863.0,3.6035
3845.0,0.7652
4055.0,0.3467
31280.0,2.7666
36352.0,6.9726
36453.0,6.2415
94051.0,8.949399999999997
38592.0,4.7237
44742.0,7.2478
47257.0,12.5664
31940.0,2.2464000000000004
14328.0,3.1735
1980.0,0.62
2278.0,0.3251
2911.0,0.0923
7787.0,0.396
9420.0,0.7187
12977.0,0.0625
13127.0,0.3518
55624.0,5.7845
75128.0,9.2089
15673.0,1.2994
49570.0,0.0002
102348.0,13.4361
67112.0,11.2515
49569.0,0.0001
49571.0,0.0001
1840.0,0.0052
15621.0,1.5765999999999998
7544.0,0.7505
10036.0,0.3046
10269.0,1.5432
14212.0,0.3833
14397.0,0.2795
15299.0,0.0074
18712.0,1.0245
55035.0,3.2231
55536.0,12.4852
55580.0,8.6302
55616.0,8.4969
55617.0,8.7029
55734.0,5.9363
59461.0,8.0507
85788.0,31.795
93467.0,17.3659
2151.0,0.06899999999999999
8310.0,2.2513
12029.0,0.5395
36069.0,5.8865
36402.0,3.8560000000000003
43245.0,3.1478
8187.0,0.408
15071.0,1.5989999999999998
36463.0,3.3162000000000003
236.0,0.0782
237.0,0.07850000000000001
87463.0,20.3745
10023.0,0.5868
7558.0,0.16090000000000002
10008.0,0.7625
15637.0,1.6983
24653.0,2.459
24889.0,2.4285
25098.0,3.7236
36232.0,6.6355
36414.0,5.9001
45562.0,11.33
50447.0,7.5623
55491.0,6.0049
14724.0,0.0442
36357.0,6.7478
4317.0,0.1883
31131.0,2.245
31187.0,3.8028
15639.0,0.826
36120.0,6.6597
57.0,0.0002
14457.0,1.3333000000000002
7546.0,0.5924999999999999
9947.0,0.7311
9950.0,1.8785
14458.0,2.1961
24617.0,3.2487000000000004
24755.0,3.3377
24922.0,2.9384
2312.0,0.0255
38436.0,1.6526999999999998
94059.0,8.5523
3889.0,0.2768
6337.0,0.0286
31155.0,5.8153000000000015
69797.0,12.3817
82067.0,15.0883
85851.0,6.1562
14107.0,2.2997
15160.0,0.3421
36231.0,4.948499999999999
7339.0,6.25
15659.0,1.1156
31326.0,6.0256
36108.0,5.01
21868.0,6.21
12010.0,0.2469
25655.0,3.0265
6137.0,0.0002
2396.0,0.005
4074.0,0.5583
4076.0,0.3827
4312.0,0.0414
7435.0,0.4802
7470.0,0.6407
7471.0,0.4321
7523.0,0.8721
8116.0,0.6522
8121.0,0.682
8263.0,1.4495
8277.0,0.6381
8307.0,2.1699
9291.0,0.9251
9773.0,0.2396
9897.0,0.8596
9952.0,0.7399
9966.0,1.18
9970.0,1.0029
10136.0,1.5014
10145.0,1.3736000000000002
10160.0,2.1657
10225.0,1.4097
10245.0,1.4932
10251.0,1.5756
10254.0,3.2515
10268.0,1.5585
10276.0,1.72
10278.0,1.0981
10379.0,2.2418
12415.0,1.9837
13067.0,2.5098
13123.0,3.6318
14162.0,0.07840000000000001
14191.0,0.1551
14253.0,0.4961
14281.0,1.4284
14680.0,3.0527
14775.0,0.9762
14779.0,1.5572
15151.0,0.5529000000000001
15596.0,0.8061
15660.0,2.9648
15672.0,1.4272
15679.0,1.4852
15684.0,2.3446
15947.0,0.1887
16697.0,1.5096
24253.0,4.4057
24628.0,2.1721
24636.0,2.2989
24812.0,2.6884
24984.0,4.6286000000000005
25073.0,3.6784
36040.0,7.1126000000000005
36047.0,5.5864
36049.0,5.6275
36210.0,2.989
36385.0,5.5655
42371.0,6.25
44674.0,4.2258
44692.0,26.2499
55731.0,5.5369
60202.0,13.2005
67115.0,7.8356
82397.0,6.2161
82399.0,8.363399999999999
98817.0,17.8949
98819.0,11.5796
98859.0,11.4459
98892.0,11.4078
31127.0,4.8657
11605.0,2.0102
14763.0,0.2943
6836.0,0.0001
9960.0,0.6598
11971.0,0.3969
14417.0,1.0304
15161.0,0.4673
98849.0,11.8003
14418.0,0.5411
15606.0,0.4207
6422.0,0.5265
6431.0,0.7596
37890.0,10.2904
6572.0,0.1323
8308.0,2.1779
14119.0,0.0662
14249.0,1.3229
14774.0,0.728
15368.0,0.5134
15529.0,0.2902
15584.0,0.7594
15964.0,0.6364
6609.0,0.3759
8302.0,1.2977
10092.0,0.9785
14241.0,0.4069
15978.0,0.5385
42095.0,2.3493
8293.0,1.2028
14274.0,1.8285
14795.0,1.4778
15148.0,0.2272
15395.0,1.4504
15667.0,2.7798
8300.0,2.8241
14668.0,1.9035
55558.0,6.8062
6577.0,0.0761
9877.0,0.473
14563.0,0.0481
15493.0,0.07550000000000001
36148.0,5.7746
36420.0,3.3162000000000003
54482.0,4.7722
55672.0,9.6341
55762.0,9.5326
90476.0,5.461
8134.0,1.5993
9876.0,0.5496000000000001
24874.0,3.5037
14919.0,1.348
8254.0,1.5091
6423.0,0.8386
15591.0,1.0196
15625.0,0.6827000000000001
14207.0,0.5383
13087.0,0.5896
15519.0,0.106
30738.0,6.0256
10004.0,1.0043
38417.0,2.4085
15506.0,0.0838
6266.0,0.036000000000000004
6428.0,0.4919
90905.0,9.9826
6387.0,0.1441
11993.0,0.0874
14688.0,2.2592
31177.0,2.5057
44685.0,7.0272
75074.0,12.4456
14379.0,0.2826
58247.0,0.0002
93584.0,23.9551
845.0,0.0405
78879.0,13.6949
3471.0,0.0166
7488.0,0.7031
8158.0,0.3936
14186.0,0.206
14211.0,0.2332
14295.0,2.3165
14675.0,1.1520000000000001
24759.0,4.646
24902.0,2.7422000000000004
36135.0,5.1287
36335.0,5.0276
55737.0,6.3439
82199.0,11.917
13068.0,0.8358
13871.0,2.3514
36215.0,4.780200000000002
21779.0,2.1305
40674.0,4.2309
93620.0,23.361
38410.0,2.9733
44647.0,19.2133
9818.0,0.1962
43515.0,0.0677
82258.0,12.8035
98757.0,16.9785
98770.0,12.4672
4333.0,0.12
18231.0,0.0361
24906.0,3.7489
82205.0,8.533999999999999
4699.0,0.0389
24722.0,4.0942
43657.0,0.2604
6578.0,0.152
10196.0,0.8909
10280.0,2.7515
10388.0,2.2117
24769.0,3.7967
24807.0,2.9179
25044.0,2.6809000000000003
